,compound1,compound2,compound3,compound4,compound5,compound6,compound7,compound8,compound9,compound10,compound11,compound12,compound13,compound14,compound15,compound16,compound17,compound18,compound19,compound20,compound21,compound22,compound23,compound24,compound25,compound26,compound27,compound28,compound29,compound30
E32,0.13407188308782209,0.28742936601771857,0.0,0.008837172020246399,0.0,0.0,0.0,0.0,0.0,0.0,0.10060291051503152,0.0,0.0,0.0,0.0,0.08423524505927316,0.0,0.0,0.0,0.12480845083630718,0.09281222528447412,0.015418607911831255,0.0,0.0,0.0,0.0,0.0,0.11966938292708842,0.0,0.0
G09,0.0811655656255232,0.09959881541186846,0.0,0.026222032566900946,0.0,0.0,0.0,0.0,0.0,0.012613874818549297,0.06616309963997972,0.0,0.03902047506363578,0.0,0.02477784645514886,0.0406257392401044,0.0,0.0,0.0,0.05550530641719615,0.0,0.06674372888791946,0.0,0.0,0.15082180099059667,0.0,0.0,0.09470698008918584,0.03795734816234606,0.0
G10,0.06921250710023394,0.0,0.0,0.023255637623105008,0.03703299234689318,0.0,0.011501382397971795,0.0,0.014936465943143126,0.011725558080606505,0.031620123759247616,0.0,0.09868881052168614,0.0,0.007850516191488308,0.030661693153246038,0.0,0.0,0.0,0.06287879806830306,0.0,0.06146766775878251,0.0,0.03079742681110617,0.15858953608577103,0.006536843229657474,0.012339479076389683,0.0729122797238732,0.042571992441400155,0.0
G11,0.0385555677201443,0.03158640247127474,0.010741861757287023,0.018676637697724482,0.12505060179495425,0.008776470521177183,0.007199895194676184,0.0,0.010530095682326336,0.014442368474855699,0.0,0.004056223673684804,0.11519566390535498,0.007453534850298382,0.004153418571412246,0.012522291057029428,0.017773448325588085,0.0,0.003096210101110546,0.0,0.003544375026395648,0.022402841406359064,0.0,0.015713632999736327,0.258493787076796,0.005093184025652248,0.014798775456983689,0.01262626306558853,0.06894670222388957,0.01833150983010998
G12,0.0365158493197863,0.0,0.009760258331234723,0.017532180819088083,0.1261374718915234,0.008962828204355927,0.00786849779592348,0.0,0.010126212255280511,0.010631907019188144,0.0,0.004366755723985368,0.11015651410605379,0.0,0.004605212107701857,0.01851827914387582,0.0,0.0,0.0014200008363509618,0.048398745970524924,0.003322197285052485,0.05421921458583858,0.0,0.015266000878198627,0.2308882592019087,0.004428554380407445,0.013573954738339396,0.026832202720031676,0.0620313543041652,0.017390228158982616
G13,0.061060121185016185,0.0,0.0,0.014713106523673537,0.11583383399028983,0.0071396539622100375,0.005579807759493307,0.0,0.009427473892389484,0.012592624040229004,0.018604380084760216,0.0036188261034927342,0.107667942356735,0.0,0.004289390356728723,0.016512460329969197,0.0,0.0,0.0,0.04071123537042173,0.006748054210606087,0.05302875674214235,0.0,0.011149758943137354,0.2158817454855818,0.0037850823016212214,0.012833432715989064,0.028685389512020303,0.06011170339614453,0.01346648233736425
G14,0.05108426404938604,0.028065188022469385,0.0,0.015901170536176595,0.10553080536994405,0.008077527959391196,0.006974755073970332,0.0,0.009441674118574316,0.01216460833672269,0.017150234018778132,0.004981791213867327,0.08998127280490133,0.0076296113437044405,0.003835840251152355,0.009402883163953218,0.0,0.0,0.017240386279576487,0.042857723172004245,0.002954192855432899,0.05441890307780719,0.0,0.012686548370125561,0.20788964900929727,0.0,0.013307296572359371,0.0353546453498569,0.05236980081920881,0.024926419751819803
G15,0.060969157902463385,0.0,0.0,0.020074897320105305,0.06126872814975689,0.0,0.013414322431086315,0.0,0.01066921907832084,0.06144886330355792,0.041599534190431435,0.04982107095510377,0.03921445943367581,0.0,0.004845044785847462,0.028574530545951816,0.0,0.0,0.03752937654962532,0.0656802948676847,0.0,0.041264818931183125,0.0,0.02885189203522028,0.10372194299264167,0.00567451516790607,0.0,0.054232784018000614,0.03237907476964689,0.02626932550023991
G16,0.06571772615779148,0.02973851084496086,0.0,0.013661608940932041,0.12884189483057595,0.00766774022434588,0.006480737406491732,0.0,0.009804042896220893,0.010605315670900903,0.0,0.0037486898125160873,0.10408829361070447,0.0,0.005254391586816652,0.019258729031942402,0.016935599820533817,0.0,0.0014719192962980617,0.04844957652271276,0.003511847099383262,0.05671880788694712,0.0,0.01205879998812516,0.19470229526533656,0.004458427153042019,0.01249965457942875,0.02314567500185907,0.0507083100126321,0.01073398772885584
G17,0.15871110865053445,0.012010826454370495,0.0,0.005809660444996296,0.2007363017612733,0.004065245134433784,0.0024410612429962564,0.0,0.005672099545233047,0.004130915111687529,0.010597234485399318,0.004448125900287407,0.09022476599776244,0.01835813566187175,0.002833997720404848,0.008127188520169911,0.0,0.0,0.004150488843611716,0.03312000243576853,0.00312698347347651,0.049410987998515676,0.0,0.007502514985493662,0.18658807788003157,0.00533006059711826,0.006966712998481325,0.008968660798676921,0.03665829689190645,0.0064785369627738225
G18,0.0991356712723581,0.020376931007110508,0.0,0.010739068242232034,0.1494018694626415,0.0,0.0,0.0,0.005740674737320141,0.06092304189817021,0.028630442030856806,0.015193822782980112,0.0688722501590747,0.020575898315888148,0.06351973187555439,0.015706738997279066,0.0,0.0,0.018954553218426873,0.02388605957223148,0.0,0.055296556524328175,0.0,0.010534574314747577,0.15679617440415564,0.004033602185594361,0.005003751988905941,0.016647332435352095,0.030572555092713973,0.008792655466008803
G19,0.04724892754012035,0.032562682621005014,0.0,0.020370131109529885,0.11971363581168062,0.0,0.0,0.04593766996670185,0.0,0.05736746041908401,0.04553902728543185,0.029418183959547976,0.05549997016854906,0.019028229522718924,0.0,0.01737790337165146,0.0,0.0,0.0,0.05362195407111146,0.0,0.042328873613071076,0.0,0.01697191065167796,0.15996708301818519,0.0,0.0,0.035550877899367506,0.04422885541980549,0.016482573300778774
G20,0.30786340704932286,0.0,0.0,0.00737804200260537,0.019714781464088685,0.0003480518152647406,0.0,0.0,0.006876308018344995,0.11021346359579476,0.010028847699919654,0.0,0.09036861812870767,0.014089802834797873,0.0016153344962451383,0.0,0.0023106976775669062,0.007816882641721097,0.0,0.04555700307168548,0.0,0.019339915425356288,0.0,0.011450453699529373,0.18416531497076377,0.0015689064508643627,0.002716751681945421,0.0,0.04659707114289273,0.00861099833722589
G21,0.03394972867589833,0.021622817427535447,0.0,0.015750225611372556,0.18678093801843865,0.0,0.0,0.045719338273756994,0.0,0.06944362303775097,0.029303184121417285,0.009348543643343407,0.08248477331163286,0.026440041648269408,0.0,0.01591067721656943,0.0,0.0,0.018162451379059356,0.03566037150267899,0.0,0.05388944021055233,0.0,0.0056101030985740135,0.20175341267136437,0.0014264903612354661,0.00555776754753627,0.016430480121378307,0.039180028832082894,0.007322463218562927
G23,0.014121623116614971,0.010967303764889583,0.0,0.011403924976450576,0.01792597999815323,0.002010074867979646,0.008110545547125363,0.13436832958154918,0.00974173567162535,0.036436086074413905,0.032398294781196574,0.0,0.11867124812273244,0.047502467769079036,0.007861672657240828,0.02098413726345838,0.02639628466333547,0.0,0.0,0.07682086942733274,0.005066229614315072,0.016596428614252253,0.0,0.0,0.08751026169420639,0.004496911411028379,0.0,0.0,0.014017912098655183,0.0
G24,0.0,0.0,0.006440839527668025,0.016537827992408105,0.040603465307611754,0.0021766366835880326,0.010535155758762396,0.15197032844011446,0.012401500189887659,0.050868643231911675,0.0,0.0,0.13485984020426303,0.02974707248190566,0.002124592433197776,0.0,0.0,0.0,0.0,0.07852355641635174,0.006940099521118454,0.0,0.0,0.0,0.1176762743990676,0.0,0.0,0.0135308238087002,0.0,0.007144186719843594
G25,0.016252463244869033,0.01880742462724421,0.045152970124018005,0.009243622413781908,0.013411535599249812,0.0027241806335775933,0.0041976375525206765,0.04177368779710372,0.0,0.08350893463001703,0.0,0.001602089381542381,0.04981681814180916,0.006620400175707534,0.0028673072982248926,0.0,0.00647082971912412,0.004017460016931068,0.0,0.029055333657761417,0.007291437006285027,0.11031992610224739,0.002128593541753346,0.00672634894034807,0.3019783926486649,0.0,0.0060839303432898345,0.013191128956223128,0.06851049985325876,0.006053559423420377
G26,0.0,0.04000233636704498,0.04953784627061162,0.00916320445701013,0.03990603727255871,0.0037143331778388996,0.004788137141918724,0.029990013615549933,0.0055500345636037875,0.010012279177676156,0.0,0.0,0.0,0.0,0.0,0.0,0.006008457442690084,0.0,0.0036202980399220363,0.05145058992562856,0.014093390640865781,0.09632087995815082,0.0,0.016664020651918764,0.2826727662935612,0.010675258989083818,0.008977429969557959,0.031404098441019525,0.07432016222908315,0.011213178660176898
G27,0.0,0.0,0.04989747694180597,0.008478901286906447,0.0,0.0011594972132661782,0.0021854566234208836,0.043149008072812294,0.011723949691901853,0.10980005595450036,0.0,0.0,0.05223344003558902,0.00811929308260395,0.0,0.0,0.004093319344820777,0.0,0.01192789890403316,0.041489577681958205,0.0049039878512072655,0.09833521386947805,0.009452031832826873,0.0,0.27477459163214063,0.0,0.0031196731643093607,0.013871852927770049,0.0890096440186874,0.012346490787034122
G28,0.06702577901963516,0.02821282908749702,0.043132741549687666,0.012310427530327695,0.0,0.0030859075326515207,0.004171356364312416,0.04118728774582833,0.005523649749869531,0.1491799089730884,0.0,0.0,0.0,0.0,0.011832812861831033,0.023518328099058128,0.0,0.0,0.02729152866895067,0.031509490374653545,0.022948426839049803,0.08215430247338588,0.0,0.012276754243614773,0.19569657080052416,0.0,0.005894653094072259,0.022333573175983116,0.07695305737292367,0.015151879457592242
G29,0.14637131780226495,0.021501500417774863,0.04170028962908054,0.010507216106003496,0.04043560916659056,0.002723107566861934,0.0044294849731081765,0.0,0.00517161638390387,0.0932678763867513,0.0,0.005250009088033181,0.0737184930733362,0.017568445539550004,0.0025668288901520404,0.0,0.005238474685462527,0.007146880650415943,0.0,0.026272499197346196,0.005831816456200283,0.09499462576994072,0.0,0.007354230587874619,0.23853713874147095,0.0008429999304804064,0.0029044584702854455,0.01901477899919399,0.0,0.01219059042247756
G30,0.048302491440093305,0.01588710425322998,0.03570641558435182,0.012741881927237296,0.0,0.0015106501796905902,0.0,0.04489764918192048,0.012778785675412154,0.1996812178455184,0.0,0.004561312084554361,0.0,0.0,0.0,0.01398176286200283,0.010881631162254912,0.0,0.010011868459633578,0.034301363968732956,0.019176504042225376,0.10513242225938993,0.0,0.005002281345470887,0.23629850817191392,0.007251057705560037,0.00426217599714569,0.009507047094897917,0.057232708773517584,0.005134400965527844
G31,0.0,0.020566411465845397,0.04907065330226953,0.006255249860226361,0.07538485439779685,0.0023922254111970118,0.0023538414532463174,0.044047974116195154,0.004415941334110501,0.01687663919888459,0.0,0.0,0.05914288576418853,0.011038259975452203,0.0,0.0,0.0,0.007357111021159406,0.002508632032889588,0.022473318053299093,0.005382039928231549,0.07660456688733255,0.006103655402896506,0.009630669759503864,0.3166914803969731,0.002915978042937888,0.00859935879459299,0.014973268703036134,0.07113629292979742,0.010989659374017526
G32,0.03751360830728821,0.025388886940357264,0.0,0.015665988700730934,0.07581827755023621,0.0032324319111234692,0.004285904844029519,0.028188050315217855,0.004126438577981658,0.007124383196388165,0.0,0.0036011256190898572,0.0,0.0,0.008562067353617383,0.0,0.013980427039031252,0.0,0.014201725415353408,0.05209254453723364,0.006848574994517267,0.07460465745597017,0.0,0.010962291318902561,0.32911365870558623,0.01068857851142039,0.003041406771248939,0.03012134494897794,0.05525084394294876,0.009868866759023529
H09,0.02772673561821472,0.030385568407142224,0.0,0.017618714875791985,0.11330564833995639,0.009048452982938725,0.005720709958969678,0.0,0.009520899836154322,0.017665565459804418,0.00760365790781667,0.004163238951640003,0.10723077067002049,0.0,0.001755768613363093,0.014044927553365802,0.002139680870564382,0.0,0.0017678582976946502,0.04680938179011197,0.0035172751856570035,0.061748048172764726,0.0,0.012975476368220995,0.23342042049896297,0.004987284141612189,0.012643403181725237,0.014556423211929093,0.06278186232618849,0.017326452023554064
H10,0.04644948617742409,0.03296196773075769,0.0,0.019566299143894142,0.09007919714873579,0.00852059401609687,0.007746517629656626,0.0,0.009577762681853586,0.013931902780545577,0.0,0.006423680631207993,0.10484961484314068,0.005164658147191807,0.005864933830497254,0.014032341776586198,0.0,0.0,0.002018461917311482,0.05518281785034029,0.004177895085186807,0.06592610100018576,0.0,0.0,0.19808089299688492,0.005349774332445797,0.011552579070120191,0.042950925260084656,0.053840448098180345,0.017130197051212524
H11,0.055559398897520436,0.05484157182127612,0.0,0.015059637472683757,0.05908392246604781,0.0,0.0,0.0,0.013152881668692279,0.008938336806473825,0.02276683319381954,0.0,0.06616213957101934,0.007567783356130928,0.005489364533793613,0.024760456136266127,0.0,0.0,0.0,0.06097856326956962,0.0,0.04455609562791096,0.039700335747558366,0.020719243805524087,0.12709056101374458,0.0037940599734510266,0.010980848687446676,0.0621562740240762,0.038193595639651544,0.024967500282067352
H12,0.030163372381258345,0.0,0.008390134679694366,0.014045721800736386,0.09696516047607902,0.007223996903763201,0.0,0.0413997369444155,0.011553047841860365,0.012547787242623863,0.0,0.003919308055378623,0.13138571146793435,0.0,0.0020094227995942075,0.006235740493809146,0.02116044462370813,0.0,0.0025751920765144055,0.06471078267428039,0.0035607080863758575,0.06174332055486905,0.0,0.01426381335378637,0.17511680343334105,0.004699278313381277,0.011910986931151337,0.0208954480551403,0.04743046448288675,0.03419163837905136
H13,0.0345953851817259,0.0,0.0,0.01681139269856377,0.09298769053587345,0.0011660380359951369,0.005221323397824394,0.0,0.00890060985580135,0.022910631765334713,0.02939520123220019,0.0064625579600748224,0.09826418430125129,0.0,0.0018046725418820796,0.01774516113610459,0.003615054923587585,0.0,0.0041157397723298825,0.048842437778477604,0.003907566421404381,0.07181083455822262,0.0,0.0,0.23833242924341505,0.005934070223131401,0.0046343749212348385,0.015348589342728905,0.09066997672920966,0.015066501156521498
H14,0.030460532623119093,0.0,0.0055466545692809096,0.015042865510264401,0.18652419656589792,0.007712585126145878,0.0,0.0,0.009866521586086932,0.014255512850814243,0.018957547495676207,0.0027863468774553713,0.10254326128171165,0.0,0.0017544867932024315,0.01569615897396829,0.002222000180636243,0.009562890560256195,0.0012906699474837828,0.047366604930635686,0.0033983592108690467,0.060680484988965534,0.0,0.013227663961335552,0.17031468233404698,0.0027926386717135755,0.01270451129589685,0.01619854047753057,0.06276199581394985,0.024415986978260817
H15,0.0,0.0,0.0,0.015879898288077402,0.03191213934501618,0.0,0.0,0.0,0.035002823162824145,0.0045716693686974905,0.07000025324138383,0.0,0.0384281065569218,0.012710677640380206,0.011122123466964435,0.03221890305205096,0.0,0.0,0.0,0.07099979649791704,0.0,0.062230411520482955,0.0,0.0,0.08783619053437715,0.008504923575137654,0.0,0.1563825537888763,0.021525674604317174,0.09841274490950087
H16,0.036089778099724815,0.011993669675260317,0.0,0.01778605616587531,0.09042304479667616,0.009216912434407538,0.0,0.0,0.011473538210993962,0.02006110111629833,0.0,0.0011805667493484829,0.12412087396115899,0.005042107754509062,0.002385775439885259,0.01860646707222363,0.0028357100982830644,0.011062552779171923,0.004921380878457381,0.05355838593945588,0.0044126562842092985,0.076465585953071,0.0,0.01614523830435659,0.18594032226666038,0.0,0.005041120035828164,0.028765317687205243,0.06457973752868151,0.02983001335334467
H17,0.08245883564028554,0.0,0.0,0.011308411422881198,0.2092164160465475,0.012970682896519946,0.0,0.08857207924489136,0.0071091879577067415,0.05173211899284377,0.0,0.0,0.08544552953431103,0.026047069607845228,0.0,0.017276980647909262,0.0,0.0,0.023715511426651906,0.041153401913985484,0.0,0.009385489197885864,0.0,0.0056161031812649075,0.08392709629507795,0.0,0.0,0.011425939380013133,0.010069433486562591,0.0026130221761978202
H18,0.15829341921054887,0.0,0.0,0.006646017886624263,0.18380877658610517,0.012001149337890878,0.008505455143393263,0.10563663732270918,0.007457996602538275,0.0,0.0,0.001636987715966058,0.09497505072281691,0.01618167864326934,0.011422019911606449,0.013577714828926004,0.0,0.0,0.01788894476600616,0.038840140356139946,0.006462154123149873,0.002390805557455028,0.0006710713619569845,0.0,0.08441561092348866,0.007198344064247817,0.0,0.0,0.009842437575864449,0.0
H19,0.1623800348937388,0.01621787339106316,0.0053839872723130825,0.008149773181541142,0.1825339639592982,0.011307593230560386,0.006900842552483914,0.099361610669782,0.0077484027114580545,0.0,0.014428716859047975,0.027174717609283618,0.10236605895637997,0.012999926574915121,0.012027457873101454,0.010824919547327547,0.0,0.0,0.009440749127159143,0.027193778087925263,0.0011591514586992014,0.0,0.0,0.0,0.0837686511361381,0.006048273536834236,0.0,0.0,0.010221395482701772,0.007019171724615589
H20,0.0,0.0,0.01008878951693916,0.004874186287299741,0.0,0.0,0.0,0.0,0.014809865466345839,0.10139729799349914,0.0,0.0013686862214399953,0.24857374778496916,0.05773863961765716,0.00045742699184954383,0.0,0.0509340523501802,0.0,0.0,0.0,0.0,0.03274385024267058,0.0,0.0,0.12142734810869459,0.0,0.01569410915829551,0.0,0.0,0.013899904002294882
H21,0.0837987613125126,0.025177891740089404,0.0,0.011006520965664367,0.18586406343496617,0.0,0.0,0.08199057435455427,0.0,0.049433605379614304,0.039861418474031705,0.0,0.09450502921520694,0.0,0.0,0.01763297098490959,0.0,0.0,0.0,0.030633398633549875,0.0,0.012677059716926628,0.01085749634484122,0.0,0.10251059296130031,0.0,0.0,0.0,0.01409870411823399,0.0
H22,0.0,0.0,0.005057806424222334,0.008506445640837346,0.02173576542655146,0.001028628851421375,0.0034425703931983513,0.0,0.013260389260136788,0.08644154699621164,0.0,0.0,0.16505987859080307,0.04105070608063118,0.003266250810686027,0.02755824730480745,0.022233068328060168,0.013540266433843498,0.0009435241125140116,0.09258519546929074,0.006969027137229547,0.023729188164099413,0.0,0.0,0.17237222833134247,0.0006794612338306176,0.0,0.0,0.0,0.012707746412728671
H23,0.0,0.0,0.0,0.013079736123383428,0.03785634170942814,0.010069044860051316,0.0,0.12469604189646147,0.010938534138501254,0.06217722272532812,0.0,0.002476441629249709,0.12187375890561011,0.04184179676882599,0.00191013911216329,0.02274139447145877,0.0,0.0,0.0049782779690775835,0.07200804121312504,0.005887607776231108,0.019894177278305506,0.0,0.0,0.16807022475325945,0.0,0.0,0.0,0.024877720953354214,0.00675716620848377
H24,0.0,0.0,0.004509042288128068,0.012303292258481516,0.03900981730724211,0.0013964871241167794,0.004798678386052016,0.0,0.0,0.1028693989445789,0.0,0.0026825896627131617,0.19400563121073758,0.024613866540524536,0.0025637962531820818,0.0,0.021514222551710354,0.01260926169237346,0.0,0.07607946378220863,0.00719618708383002,0.03176357630192055,0.0,0.016357329355179074,0.20962978865477827,0.0,0.0,0.0,0.03796873737647875,0.014777392547047834
H25,0.03991690191076154,0.0395157657463793,0.03040491590259611,0.007363423391790105,0.03576864622343304,0.0033709274721325532,0.0,0.0,0.0081439161456518,0.012316669446301205,0.0,0.013958269427061023,0.0179795684448315,0.0,0.012589091771340665,0.0,0.010995671177634147,0.0,0.0015607512427642989,0.05120263459711975,0.016728452956360943,0.07007491121957064,0.004287473015450393,0.009919968516905736,0.3190481475335922,0.011459132578060248,0.006798642088432376,0.018947707725356793,0.06550907056239905,0.01249520942708916
H26,0.0,0.026727662596707686,0.041179795530115026,0.012652048461777612,0.041516567026389645,0.0023787364342964658,0.0031238988648460745,0.03328814388808243,0.00612094969972008,0.023015676042376577,0.0,0.0024319116640692776,0.05755559411726602,0.009522314968648237,0.01076449477769274,0.0,0.012494424961804324,0.0,0.0,0.027766987638655163,0.0054795857961534985,0.10786838273996545,0.0030803152865055985,0.009743131936731578,0.27904424964751223,0.00891868927051232,0.002759326311105474,0.022679878154367308,0.09778019704140546,0.00631617650545949
H27,0.022067706292549897,0.013848638883567412,0.03634347677642447,0.011341261768922374,0.0789856481411908,0.00205693089144461,0.005124902570961846,0.0,0.0,0.1568413805657459,0.0,0.010822636601567558,0.06612185379306351,0.0,0.007718067533521292,0.010746331644515921,0.011242569558083986,0.0,0.014943358292535956,0.03452317783443796,0.007756488752844222,0.05642142742213563,0.0,0.006967809928486001,0.21619102688031083,0.008046799966912165,0.007941119773729058,0.012771018447915224,0.05300977148920613,0.011325179638944293
H28,0.026580555962287672,0.020444474267485867,0.03354961217113495,0.007944821384688834,0.04772387152418315,0.0018462709222350218,0.0024773466424703305,0.03390005910484045,0.004745160343398887,0.20842778210038718,0.0,0.0,0.050286158560939896,0.011409198031648212,0.008408400036786069,0.003636224016064242,0.00943419767593095,0.0,0.0,0.030336788193917413,0.011401864588605001,0.06235672798923933,0.0,0.00867183251068212,0.193199450510766,0.00256512741280687,0.006500246855179388,0.0,0.0708687554245572,0.0054916549958616
H29,0.08802153250447231,0.017716327434900852,0.03847728854603735,0.00947379480229554,0.09494639544844442,0.008939832624061044,0.004448347236673612,0.02369687127861138,0.0042391681649007725,0.18001730073361433,0.0,0.0018574990681445316,0.04261162251503912,0.007409066968604223,0.006435491227120157,0.0,0.0,0.0,0.00541242335953365,0.014202538389983949,0.01102594434091553,0.0773150366386207,0.0,0.00671174356657659,0.12888404599659659,0.0,0.00594388995911807,0.0,0.07302547494894342,0.009003191359561619
H30,0.18742417281975576,0.019778545341596246,0.03887506747731824,0.009484309145991526,0.11191521881626146,0.0009456809598923725,0.00373045131671488,0.021436869416551176,0.008756928880986354,0.1654100087600096,0.0,0.0025811211488145115,0.05316519549009387,0.01452577280139407,0.0,0.0,0.0012637581853425356,0.0064847764052283876,0.00267978405356122,0.027262642912911594,0.002730117036751908,0.09706746779029982,0.0,0.007943287582887048,0.005485057105329,0.002170977784747039,0.0024249846056992753,0.014758191438632494,0.05679816738734584,0.008313467705583373
H31,0.0,0.024423241197111607,0.027401306361125356,0.009988759380066253,0.0,0.003959025284607948,0.010049171673807306,0.03684220658683869,0.006757792031847445,0.020423601140016696,0.0,0.010463690413378614,0.0,0.0,0.018542050053001063,0.023119287724709326,0.013856456487647528,0.0,0.023483328783272157,0.04243192486516664,0.0,0.14429070172077438,0.0,0.01646767870032342,0.3491738122227643,0.016045955480365567,0.007324577229423695,0.024913447637723202,0.04936598819618023,0.012321775780383808
H32,0.043497803434155914,0.02547563976697928,0.032941701912667515,0.01884973193661063,0.04731268231563422,0.0022990895391267097,0.008817390579726109,0.0,0.013844147967109978,0.01914961408369016,0.02734588225987356,0.0034520544216330323,0.021733229651797442,0.0,0.0,0.0,0.010313774437115052,0.0,0.0036989102724189994,0.04457167862757503,0.008033968660001905,0.11932891620210079,0.018670163987532136,0.014579068572507617,0.2515835922170198,0.008353148755740248,0.009709213209872435,0.020636335015061735,0.0,0.019116833446928636
I09,0.05914169814893293,0.013336883129498331,0.009842215581358844,0.02050234413771107,0.09779162463468699,0.008911653395140901,0.006597799189835703,0.0,0.011873456303261516,0.01902045227938715,0.0,0.0017255950804528975,0.10684063436598905,0.005714300948725132,0.002256324153837377,0.022910788462198538,0.002414410012872199,0.012656748481068543,0.0,0.03968716609555576,0.004339398662944686,0.06682014315928823,0.0,0.017831425951725283,0.17933024053803281,0.006011734673468279,0.004592517024261694,0.027995962977830566,0.06533089220297479,0.009318944214860368
I10,0.05805534790040456,0.0,0.011118074676592607,0.017128633697270395,0.07347044575723599,0.0076810971360338496,0.006773594201803721,0.0,0.011818494048830232,0.012580123940794842,0.02638575525283062,0.023763551861499616,0.10550731725124171,0.005395154337948009,0.002668901307905369,0.014795299262383802,0.015823046645598048,0.0,0.0056012589275195,0.08062998953498894,0.004671986939190066,0.061190271467424596,0.0,0.028055294544231738,0.17257262881516708,0.005649929479828363,0.0,0.04249070286337657,0.04785308775819994,0.0
I11,0.04201490946953419,0.0,0.0,0.020339006140821816,0.04522732322600038,0.009083667322721542,0.0,0.0,0.011208370007405662,0.016019867852109085,0.0,0.005368551896820009,0.10470628608294719,0.004957069569807291,0.002282118390246522,0.017313528629717825,0.0,0.01136796889803093,0.0030939233950047678,0.05809673647619932,0.00478292657804832,0.06805828249266362,0.0,0.017165186163187005,0.23908758693836926,0.005770026495228449,0.015516506710819734,0.02466689811934291,0.0663546052306567,0.02785206400226883
I12,0.21362314541434105,0.022071445792950634,0.005895262245031277,0.011286699421779914,0.08146281027120165,0.006263165771903906,0.0,0.0,0.011941546790906319,0.009333791468081064,0.012943681159242604,0.003186120498688003,0.07953170487076675,0.0,0.004480611056169479,0.013191929308911894,0.012576405545214152,0.0,0.0010220197273443895,0.03472387641484437,0.005302665916794377,0.04484069604987091,0.0,0.0,0.1866937354406196,0.0030547642203450007,0.00884689342367297,0.017213396397284423,0.05017850224242831,0.021683109056223726
I13,0.1761420213723294,0.03439596085439871,0.0,0.014185214651934909,0.11276925323570279,0.0,0.008361769528275338,0.0,0.007846475159066972,0.009456811180070685,0.018145678458227937,0.0,0.09902716950214376,0.0,0.004023293519170694,0.006116636492956168,0.0,0.0,0.0,0.039241208349701746,0.0053988368150737,0.04436914212771666,0.0,0.013169302379251574,0.14327249872823494,0.004497051413243119,0.009104870421991807,0.027459001527387082,0.03166809221391403,0.023277977184415582
I14,0.0,0.0,0.0,0.021038755126785515,0.04319113821364185,0.001597828871721912,0.0,0.0,0.010659569665048402,0.02448397020471607,0.025730464078574898,0.0,0.1289030100510458,0.004733860766201837,0.001728362626511281,0.025788232002740535,0.02257133748847886,0.013464555727778034,0.0061631093378362424,0.05406926433356752,0.006064093149655668,0.026029708884272747,0.0,0.024268415692597967,0.2505212944525435,0.002179955558089886,0.005175425715971883,0.048485756881082795,0.09160382732028759,0.0
I15,0.010925378685498002,0.0,0.0,0.020849453048060056,0.0946236328358074,0.0,0.009828419236475233,0.0,0.011682108209537648,0.00827541325067946,0.02245805933288587,0.03840135584385015,0.10844108177866091,0.0,0.012697461633830561,0.01635245645117187,0.0,0.0,0.036970754844245356,0.05634629512887042,0.0,0.054740620108741006,0.009941944123485303,0.0,0.18792351799638596,0.004921500655272139,0.0,0.0,0.04473867708140574,0.0
I16,0.045200307885271754,0.040740126352155674,0.0,0.018246661595848025,0.07596907885926102,0.009341004434443924,0.006831688987875228,0.0,0.01694403700934769,0.01435372283471119,0.035893601237651764,0.00394355582530987,0.12614805264813525,0.0,0.0021875820789840333,0.014997903306411707,0.0,0.0,0.004748983315778118,0.04466992543975429,0.004193970470803996,0.06261304744090872,0.0,0.0,0.2419521291675648,0.005808841154820892,0.0,0.02913584982153822,0.0,0.021784657128162143
I17,0.0,0.0,0.01106597091701629,0.010969432197434058,0.03289392628199796,0.0007100942970674862,0.0026037367024684265,0.0,0.016414203660649912,0.11671815763214861,0.0,0.0,0.20494384523270281,0.015104377314005714,0.0,0.0,0.010990666164771484,0.0,0.0,0.005914588968186768,0.0,0.046759528047941055,0.0,0.017304566776793574,0.2652890099433364,0.0026988364472847197,0.005177038532771485,0.0,0.06527719315327776,0.0
I18,0.014171673711451359,0.02703901924745883,0.0,0.009885400592921959,0.187670493590788,0.007055290243941972,0.005118407250851718,0.06087824518379967,0.007298464541786122,0.07710786788766268,0.0,0.022616719818347283,0.08862788329114861,0.0,0.0,0.016385362370466526,0.015329946600169146,0.0,0.02641576418050801,0.045900530444104276,0.0,0.006734755362103619,0.006715139319562998,0.014705657627336692,0.16320055455254426,0.0,0.007892096969189308,0.014018814808533796,0.0200864319120666,0.008031419490831136
I19,0.0,0.0,0.011377036071817736,0.013693843202302974,0.025788318374467763,0.0007311061740315545,0.0,0.0,0.011077924791149255,0.07188506156816049,0.03535399329347114,0.0,0.1742665000646256,0.028458836718127385,0.0018274429882781929,0.0,0.006613892871511403,0.0,0.0,0.07544951970312884,0.008388721371856214,0.030943009216948304,0.0,0.011627585394610677,0.238736311504169,0.004630530777479684,0.0,0.0,0.045112513906423186,0.010278123456179377
I20,0.05082466285303667,0.020765696476211435,0.0,0.010346877431556142,0.18600026964779326,0.0,0.0,0.062214006641360474,0.006895485292846665,0.07919041954673582,0.01094026906854542,0.016737941640020144,0.0923236235302588,0.019143779026064508,0.0,0.013996468808028458,0.013891902583189685,0.0,0.007962219918800497,0.031873885406745676,0.0,0.004112734751659555,0.0,0.007237779159593516,0.17461231787069972,0.004661297445237527,0.006148526518833941,0.009363273420962473,0.02204842424847782,0.0068624816610041986
