lat,lon,res.time,secchi,tn,tp,state,SurLand
41.535703,-85.109168,93.30879833,1.1,4940.2,67.6,Indiana,agricultural
47.34584,-91.298155,12.15517074,2.1,448.1428571,20.5,Minnesota,forest
46.829825,-94.348122,1.039339716,4.624210526,536.6666667,17.33333333,Minnesota,other
47.752233,-93.963663,4.77757412,3.9875,652.5714286,15,Minnesota,forest
45.437323,-94.448014,29.10841616,0.657131343,1938.75,311,Minnesota,agricultural
38.722178,-86.039464,32.4259003,5.05,408,42,Indiana,forest
43.251882,-85.060215,9.634091485,3.7,564,6,Michigan,forest
46.504054,-93.605617,2.863331875,2.52,870,38,Minnesota,other
45.163316,-93.070178,1.998769938,1.180188679,2320,98.42105263,Minnesota,other
46.766538,-96.059408,0.482883559,4.515227273,847.1428571,17.42857143,Minnesota,other
44.806025,-83.564537,6.639720331,4.306921739,276.3731737,5.97555518,Michigan,forest
43.916318,-94.702293,22.190343,0.9,1390,239,Minnesota,agricultural
47.871619,-93.39408,8.347774946,3,319,16,Minnesota,forest
41.737951,-84.840563,3.403755279,4.1625,850.8333333,30.75,Indiana,agricultural
44.690438,-86.092522,22.15307145,2.1,276,9,Michigan,forest
42.825562,-88.71748,68.21766781,1.825534286,1378,60.60625,Wisconsin,agricultural
42.202641,-85.983014,2.325094073,4.7,495,5,Michigan,other
41.103688,-85.93579,14.90459824,0.8,2375.75,72.75,Indiana,agricultural
45.419496,-87.916534,24.81427913,4.826,420,11.4,Wisconsin,other
46.928365,-94.040758,6.766225861,4.003571429,719.5,23.66666667,Minnesota,forest
39.220544,-84.07091,94.50899593,0.432857143,1309.341073,208,Ohio,agricultural
40.99984,-81.548621,3.145048062,0.658,1118.8,80.9,Ohio,other
48.124307,-92.330891,3.079597689,3.8,570,50,Minnesota,forest
41.369803,-87.432317,5.372803526,0.921111111,1959.222222,126.3333333,Indiana,other
45.218198,-93.863417,2.329943026,1.625,1000,66.25,Minnesota,other
46.96983,-92.213777,8.756985973,2.406666667,548.0909091,23.1,Minnesota,other
47.602273,-94.287473,42.94237014,1.758125,840.3,65,Minnesota,other
40.980507,-74.768984,0.568630048,0.9,397,8,New Jersey,forest
45.138492,-93.135361,1.883739599,0.53030303,7429.8,310.6,Minnesota,other
46.784015,-93.960916,5.657271507,1.7,668,22.6,Minnesota,forest
41.239254,-85.577147,27.6128641,0.9,2352.2,33.8,Indiana,agricultural
43.113161,-85.121766,7.418295404,2.7,605,16,Michigan,other
45.224298,-91.421073,11.05907245,2.116666667,630,29.33333333,Wisconsin,forest
42.214117,-86.100432,58.44698674,3.2,622,16,Michigan,other
41.741041,-70.109802,8.201243629,1.833333333,330,38.25,Massachusetts,forest
45.841755,-93.036497,180.3401846,0.989166667,2160,142,Minnesota,other
47.830683,-93.306485,27.56194189,6.9,385,18.5,Minnesota,forest
45.89773,-93.17486,101.0155684,0.756470588,2135,105.6,Minnesota,other
42.386933,-84.784832,2.35675354,4.3,529,12,Michigan,other
44.230802,-93.529079,16.74110312,1.219375,2159,618,Minnesota,agricultural
46.179256,-88.229773,36.00820983,2.1,247,17,Michigan,forest
46.866964,-92.300737,5.807876252,4.32335,1956.666667,17.66666667,Minnesota,other
44.400007,-68.242913,10.01578682,4.142058824,386.1764706,10.27142857,Maine,forest
41.549265,-84.9182,12.07676672,1.775,646,41.75,Indiana,agricultural
45.131311,-84.780144,39.48621951,2.185816667,302,8,Michigan,forest
43.076492,-88.49309,7.120433213,4.436371429,959,11.57714286,Wisconsin,other
45.17659,-84.522076,22.45070704,3.4,284,16,Michigan,forest
47.420663,-92.76938,54.16942842,1.333616667,1335,64.83333333,Minnesota,other
45.853261,-88.072361,3.844888534,4.6,401,8,Michigan,forest
44.783839,-84.592448,10.6656537,3.5,692,6,Michigan,forest
46.403545,-95.777946,6.912672201,4.122222222,870,19,Minnesota,agricultural
48.077779,-90.588949,3.587899307,5.8,300,7,Minnesota,forest
42.445154,-85.290949,6.210195828,3,701,24,Michigan,agricultural
46.487228,-94.109999,13.16998546,1.2,950,22,Minnesota,other
44.154589,-95.766844,2.506232241,0.455714286,2020,126.6666667,Minnesota,agricultural
41.494267,-85.324444,22.68963486,1.92,893.75,81.5,Indiana,agricultural
44.94198,-93.311823,5.349285728,3.365656566,633.6190476,52.375,Minnesota,other
43.778216,-86.099543,4.793199962,3.6,465,8,Michigan,forest
44.515675,-92.974428,128.4575331,0.812413793,6540,230.5,Minnesota,agricultural
41.329013,-85.592982,10.82590511,4.325,760.25,16,Indiana,agricultural
44.211706,-90.613412,60.28181002,0.838133333,1491.5,20,Wisconsin,forest
44.996098,-94.023453,2.043377191,2.373333333,936.6666667,32.33333333,Minnesota,agricultural
43.376592,-86.181337,2.894957583,2.7,595,11,Michigan,forest
46.015184,-89.398175,14.29337343,3.5,520,20,Wisconsin,forest
44.610994,-85.781081,4.255761223,4,285,8,Michigan,forest
40.107545,-86.039186,92.27648652,0.924,3308.8,39.8,Indiana,agricultural
41.439587,-85.248882,28.90362035,1.8,1439.75,33.75,Indiana,other
39.027631,-74.893572,130.9402826,1.5,443,26,New Jersey,other
48.022716,-91.971994,1.900197934,1.4,373,8,Minnesota,forest
44.761363,-85.870705,4.970117875,5.2,362,6,Michigan,forest
45.585486,-89.653816,67.32231782,2.22504,2870,32,Wisconsin,forest
45.367088,-94.274579,5.896583882,4.413333333,550,21,Minnesota,agricultural
47.012652,-92.623354,17.39887561,1.5,743.3333333,21.66666667,Minnesota,other
39.341761,-82.909396,19.40458954,0.946666667,589.6666667,41.2,Ohio,forest
47.980236,-90.111209,4.171719438,3.4,365,12.5,Minnesota,forest
41.629899,-85.066525,7.966534836,3.2,932,29.6,Indiana,other
45.12893,-96.019391,14.97680158,0.511111111,4143.333333,344.6666667,Minnesota,agricultural
45.068845,-91.254727,194.7118606,1.0417,1016.666667,44.5,Wisconsin,other
46.486914,-95.524766,5.652835223,1.9725,783.3333333,28.55555556,Minnesota,agricultural
47.297652,-91.647353,2.879800579,2.7325,517.7333333,15.23076923,Minnesota,other
41.710314,-85.104203,5.877966061,3.1,876,93,Indiana,other
45.154147,-93.122317,6.017622908,0.634761905,5181.833333,291.8571429,Minnesota,other
42.936399,-84.412893,16.19661822,0.61,1471,62.75,Michigan,agricultural
43.33068,-85.306766,3.048614746,3,1835,18.5,Michigan,agricultural
47.914508,-90.342571,2.166248239,4.6,285,4,Minnesota,forest
41.760363,-85.832855,5.3348035,2.325,1078.333333,15.33333333,Michigan,agricultural
45.308188,-94.238477,22.19684167,1.10371134,1954.192308,250.34375,Minnesota,other
38.12691,-86.642231,44.13214947,4.45,517,23,Indiana,forest
44.908646,-93.242247,10.56237431,1.331888889,994.0289855,61.33333333,Minnesota,other
41.106594,-85.90484,6.040469208,1.8,659.25,22.5,Indiana,agricultural
41.194295,-85.582618,111.423938,0.5,3267.5,54,Indiana,agricultural
44.870307,-84.308969,2.9645484,2.987321739,644,15.66666667,Michigan,other
41.52896,-87.037921,3.875162529,2.05,1366.5,58.5,Indiana,other
41.203787,-86.404658,1.519644479,2.328571429,478.2857143,12.71428571,Indiana,other
43.166461,-88.316181,7.130662265,3.484967619,650,14.66022222,Wisconsin,other
46.302207,-85.572374,59.23528087,2.4,476,15,Michigan,other
41.525166,-85.940916,95.17501732,0.666666667,6733.333333,344.3333333,Indiana,agricultural
47.987856,-91.887325,8.617598208,3.9,150,47,Minnesota,forest
44.306778,-94.734147,1.817637425,1.945,1550,94.6,Minnesota,other
43.273949,-85.127418,0.905104472,4.802090909,523,6,Michigan,other
42.400846,-85.917454,5.250825246,2.1,730,30,Michigan,other
41.299706,-86.366944,5.627267956,1.05,1661.25,99.75,Indiana,agricultural
44.661227,-86.170148,2.00626658,7.786044444,131,3.75,Michigan,forest
47.345065,-91.268758,3.677265115,2.25,425,18,Minnesota,forest
45.916831,-92.856611,9.399115443,2,570,38,Minnesota,other
42.624753,-83.609565,24.21502637,4.3,196,10,Michigan,other
47.461269,-93.553845,1.6551481,3.964285714,247,8.333333333,Minnesota,forest
46.327814,-89.788386,2.084777287,1.8,492,14,Michigan,forest
45.836963,-88.03292,2.139505645,4.3,522,11.5,Michigan,forest
45.217515,-91.361704,2.528392418,1.666666667,670,18.25,Wisconsin,forest
43.398013,-85.751589,3.650700679,2.611955556,1021,34,Michigan,forest
45.287943,-92.538825,2.468620813,3.468914286,766.6666667,17.51590909,Wisconsin,other
42.190129,-84.403932,180.5568709,2.1625,449.11,17.495,Michigan,other
41.907309,-85.89331,9.526417318,1.65,582.7533333,10.96,Michigan,other
43.832013,-87.864407,6.775069204,1.572728,2880,96.6,Wisconsin,agricultural
46.296218,-89.761996,3.772091925,2.7,405,12,Michigan,forest
42.055281,-86.184902,10.4065734,3.062133333,1311,70,Michigan,agricultural
44.783672,-94.384448,4.923791629,0.967222222,1840,92.25,Minnesota,agricultural
43.873944,-84.80517,13.7129811,2.9,506,14,Michigan,other
39.019827,-84.117281,108.6472247,0.7425,880.1428571,80.6,Ohio,agricultural
44.981298,-94.426586,1.508014695,0.991111111,1540,59,Minnesota,agricultural
44.678032,-85.492011,4.334319975,4.40645,2235,7,Michigan,forest
39.83511,-74.993916,132.487917,1.7,629.2,32,New Jersey,other
46.438991,-94.241133,0.945803649,3.975641026,610,12.75,Minnesota,other
45.125147,-84.180092,7.418460181,11.3,222,2.5,Michigan,forest
44.030729,-85.327072,18.83145018,3.5,366.8369315,5.973283135,Michigan,forest
43.299587,-83.462888,6.002511145,3.4,471,16,Michigan,forest
43.754628,-85.297612,3.363607992,1.8,392,26,Michigan,other
45.259964,-94.966698,7.588931744,1.703528125,1445.375,87.47058824,Minnesota,other
41.571587,-85.404701,8.144815565,1.98,1124.2,16.4,Indiana,agricultural
44.566955,-85.34389,7.304530509,5.2,366,19,Michigan,forest
39.48108,-87.43911,0.954228502,0.9,814.5,36,Indiana,other
44.867871,-93.693883,0.845142602,2.227945205,1101.753623,55,Minnesota,other
42.838535,-83.716138,1.429529955,4.95368,523,9,Michigan,other
47.522172,-93.665411,7.342216568,3.927777778,707.5,31,Minnesota,forest
45.574689,-93.152589,9.648087593,1.159285714,1542.5,49,Minnesota,agricultural
42.170208,-85.975074,5.068697618,4.85,362.945,10.58,Michigan,agricultural
41.522654,-87.049941,8.474789979,2.16,729.5,32.8,Indiana,other
47.225072,-93.647997,3.875372347,5,667.5,9.25,Minnesota,forest
46.45783,-94.282111,0.945839113,2.95952381,546.6666667,19,Minnesota,other
44.616206,-85.904872,4.155678926,3.6,476,7,Michigan,forest
41.011786,-74.297145,128.9859018,1.1,908,19,New Jersey,forest
42.903742,-86.206204,486.7430148,3,500,18,Michigan,other
48.071203,-91.996308,2.530952001,3.5,530,60,Minnesota,other
47.532986,-93.674886,2.279512459,2.998,691.6666667,30,Minnesota,forest
47.983494,-91.919209,9.442791748,2.8,180,51,Minnesota,forest
38.549436,-87.045648,6.14196472,3.8,722,17.75,Indiana,forest
47.860993,-90.683531,4.000057567,1.401428571,590,22,Minnesota,forest
44.049853,-86.442038,19.65199098,2.725230769,314,17,Michigan,forest
45.858029,-88.127,13.65703513,3.50012,1204,19.66666667,Wisconsin,forest
47.801519,-93.381849,2.363982198,4.6,450,14,Minnesota,forest
43.531779,-85.854696,63.54869389,2.549157895,267.425,27.175,Michigan,forest
45.288579,-93.846945,21.09837417,1.91,623,32,Minnesota,agricultural
39.557513,-75.33458,136.3308079,0.9,600,57.09,New Jersey,other
45.166351,-85.229967,65.73501064,2.9,411,15,Michigan,other
46.666673,-92.877333,3.856848525,1.6375,710,32,Minnesota,other
47.613347,-95.669704,2.08766924,1.502,2085,126.75,Minnesota,agricultural
47.125658,-95.396386,8.516915376,7.0724,660,19.1,Minnesota,forest
44.20961,-86.322193,11.97083815,2.4,382,7,Michigan,forest
41.301117,-85.588596,28.88798474,2.366666667,1995,31,Indiana,agricultural
47.492938,-93.505494,5.263359327,4.656,460,14.4,Minnesota,forest
44.74535,-85.61429,14.77531381,5.8,979,6.45,Michigan,other
46.629989,-93.496881,10.62902114,1.116538462,1153.333333,54.33333333,Minnesota,other
45.593967,-94.471129,3.650946461,2.841538462,880,15,Minnesota,forest
45.228767,-84.166472,22.10965933,3.7,854,10,Michigan,forest
47.669362,-93.2677,23.83728186,1.144166667,523.5,23,Minnesota,other
45.332564,-95.099784,2.486257609,1.722380952,1220,32.33333333,Minnesota,other
41.486999,-85.287094,62.35718982,0.725,4038,65,Indiana,agricultural
46.225873,-86.600908,3.713918151,4.6,262,6,Michigan,forest
44.146051,-88.838803,76.77550923,0.653955385,1487,83.19354839,Wisconsin,other
46.160498,-89.362367,4.515813752,3,420,20,Wisconsin,forest
46.891799,-95.606639,2.045099342,1.834666667,933.3333333,29.66666667,Minnesota,forest
45.006437,-94.496573,9.844526006,0.92375,1870,97,Minnesota,agricultural
41.301016,-86.348943,5.573524982,2.475,1352.5,25.75,Indiana,other
45.384961,-93.084668,23.74307451,0.787735849,1870,93,Minnesota,other
40.838593,-85.426527,494.6244969,0.52,4065.6,266,Indiana,agricultural
44.398942,-83.974154,8.80248015,2,723,21,Michigan,other
40.244531,-74.341124,230.3570957,0.6,671,23,New Jersey,other
46.488275,-85.947977,17.23941255,3.5,385,20,Michigan,forest
45.306358,-93.165807,2.644322654,2.275074627,1708.333333,60.28571429,Minnesota,other
45.16971,-91.345999,30.62906498,1.5,691.5,28.66666667,Wisconsin,forest
46.852397,-94.427662,2.655230701,2.436363636,580,23.5,Minnesota,forest
44.815343,-93.874801,1.786372783,1.411318681,2773.333333,317.8333333,Minnesota,agricultural
45.07694,-92.986289,1.151118102,3.3796875,772,46.10810811,Minnesota,other
42.029267,-86.049043,45.98576048,2.61264,405,14,Michigan,other
45.210486,-93.342972,2.678454583,1.984029851,1310,46.77777778,Minnesota,other
47.7077,-93.960222,1.109048281,4.275,497.4,12,Minnesota,forest
45.224949,-91.363825,47.60082613,0.35,3195,72,Wisconsin,forest
45.789716,-94.986153,1.66196908,2.82,530,16,Minnesota,agricultural
45.06709,-94.419769,3.792057872,2.155833333,855,22.14285714,Minnesota,agricultural
40.91157,-74.815173,19.59793375,1,377,14,New Jersey,forest
44.931511,-84.507091,5.162964277,3.8,584.2741142,11.06214104,Michigan,forest
41.065088,-81.317153,12.72201233,0.9,727.2,45.55,Ohio,other
44.492108,-96.459962,9.769690157,0.911111111,1670,265,OUT_OF_COUNTY_STATE,other
43.32651,-85.909685,2.549581015,2.7,596,25,Michigan,forest
47.418886,-94.689976,11.28773385,2.588481481,842.5,47.33333333,Minnesota,other
45.598877,-94.293454,12.46242088,2.788125,924,76.4,Minnesota,agricultural
47.330142,-93.70404,5.513247729,1.4,1016.666667,41,Minnesota,other
44.988841,-93.556934,13.07700882,1.109433962,1920,148.8888889,Minnesota,other
41.69923,-86.37078,23.07183288,2.925,1016,29,Indiana,other
45.772215,-94.668703,8.611265466,2.2,1065,45.5,Minnesota,agricultural
41.197843,-86.422189,7.639889692,1,1143,53,Indiana,agricultural
45.606881,-94.465418,9.705897353,3.655384615,780,29,Minnesota,agricultural
38.648509,-85.946768,35.11375157,3.3,726.6666667,18.66666667,Indiana,forest
46.154287,-93.889047,4.982515163,1.993333333,680,13,Minnesota,other
47.591365,-93.664025,32.68875169,3.4,700,35,Minnesota,forest
42.157702,-85.579035,18.16207136,4.173942857,476,10,Michigan,other
44.418781,-83.853658,3.570199745,3.72664,592,12,Michigan,other
39.839073,-74.962046,31.01567422,0.9,437,53.98,New Jersey,other
43.503889,-88.540643,3225.680881,0.4572,2403,737,Wisconsin,agricultural
48.503016,-92.879946,13.09783098,1.402857143,675.5714286,27.5,Minnesota,forest
42.534719,-83.648949,7.425939116,1.4,454,30,Michigan,other
41.586926,-85.191172,18.01276811,1.1,2394.4,40,Indiana,agricultural
45.849696,-92.953003,9.256570901,1.044,1206.666667,87,Minnesota,other
45.075801,-93.203024,46.11335674,1.376603774,1676.888889,89.23913043,Minnesota,other
46.716703,-94.158473,4.150550966,4.3776,400,12,Minnesota,forest
47.438119,-93.544871,3.43762445,6.166666667,315,7.333333333,Minnesota,forest
41.777902,-84.997814,2.112170761,4.3,756,12,Michigan,other
46.113071,-88.501714,17.69564562,2.3,223,15.3,Michigan,forest
46.03842,-92.477246,1.435965931,0.5,1700,32,Minnesota,other
45.156677,-92.80406,3.190547667,5.519078652,740,17,Minnesota,other
45.972749,-95.575407,6.096414463,2.75,2300,97.8,Minnesota,agricultural
45.208908,-94.162797,9.520583099,1.359677419,1590,43,Minnesota,agricultural
45.391703,-93.744411,12.4849568,0.882352941,1107.5,72.6,Minnesota,other
45.554753,-93.185131,5.751041306,1.031,1530,70,Minnesota,agricultural
41.545069,-85.199543,23.60750052,1.24,2406.8,27.8,Indiana,agricultural
45.189272,-92.713133,36.06305265,1.428571429,812,54.71428571,Wisconsin,agricultural
45.858555,-89.508311,2.331555822,1.535294118,509,34.36,Wisconsin,other
47.669469,-94.889073,1.824879917,4.412666667,1065,34,Minnesota,forest
41.370466,-80.756647,7.642006579,1.05875,774.02175,30.3,Ohio,other
47.431589,-93.613005,4.169040917,6.4,620,38,Minnesota,forest
46.692467,-94.13771,0.672878217,4.52125,526,11.6,Minnesota,other
40.720436,-85.107093,14.85486806,0.72,1234.4,90.2,Indiana,other
41.778954,-85.82966,4.905575454,2.6,506,15,Michigan,other
42.231336,-84.942192,2.072530131,2.4,789,14,Michigan,other
42.559481,-88.101772,12.71352722,2.3684,905,26.73571429,Wisconsin,other
42.076777,-85.866961,3.093317681,4.9,332,10,Michigan,agricultural
46.058858,-95.800474,1.175891219,0.671538462,1970,55.4,Minnesota,agricultural
46.488591,-86.30617,2.479082195,2.7,333,10,Michigan,forest
46.171682,-89.206943,2.852376706,5.928421053,362,6.142857143,Michigan,forest
41.181077,-74.550406,8.727151804,0.7,1710,128,New Jersey,forest
39.345488,-75.232064,5.375216398,1.6,851,112.81,New Jersey,agricultural
43.098522,-83.622781,83.14996268,0.46,1095,83.6,Michigan,other
42.864501,-89.537802,636.6488521,0.2,3571.4,211.6666667,Wisconsin,agricultural
42.382632,-86.017308,7.319159181,2.95,492.24,13.345,Michigan,other
39.153981,-74.81541,457.5497475,2.4,686.15,25,New Jersey,other
41.003327,-81.04182,32.20864439,0.748,962.5866043,36.45,Ohio,other
44.539824,-83.728188,28.11655185,3.475,611.325826,15.40200747,Michigan,forest
48.000356,-90.173396,2.010957728,5.546153846,251,15.66666667,Minnesota,forest
44.811804,-85.32382,20.20956789,3.393863158,1411,4,Michigan,forest
46.67408,-94.005946,1.59144292,3.732,970,29,Minnesota,other
45.235194,-93.95988,2.26358037,1.812439024,1323.5,50.83333333,Minnesota,agricultural
45.718126,-89.604391,2.599182962,5.0292,344,18.33333333,Wisconsin,forest
45.230567,-94.07512,9.159104076,1.11125,2370,139,Minnesota,agricultural
48.538544,-92.994916,7.844400026,2.43,432.4285714,11,Minnesota,forest
47.526818,-93.531867,5.003605408,2.847142857,487.3333333,19,Minnesota,forest
46.442287,-93.657996,1.132318204,7.004375,533.3333333,10.66666667,Minnesota,other
45.326189,-94.866848,6.521218827,4.036896552,840,17.33333333,Minnesota,other
43.612794,-85.300751,34.38682454,3.051257143,382.0191045,11.70275598,Michigan,other
45.955307,-89.790874,5.827820059,2,406,12.5,Wisconsin,forest
44.023985,-89.208703,4.652381788,3.0861,820,14.4,Wisconsin,other
41.05941,-74.3698,13.70159883,2.1,276,18,New Jersey,forest
41.905232,-86.018039,1.502969023,2.4,775,26,Michigan,other
45.317623,-94.03835,2.080246905,2.953684211,560,17,Minnesota,other
44.13421,-95.669352,2.846247899,0.45,1870,98.5,Minnesota,agricultural
42.215605,-85.720415,12.76633131,3,444,22,Michigan,other
42.4271,-83.993459,8.137117321,1.985,672,19.5,Michigan,forest
47.998729,-90.102685,3.698788449,3.4,410,5,Minnesota,forest
42.119345,-84.323237,1.655344086,3.304826667,887,11,Michigan,other
47.276472,-95.298658,4.304296523,6.22,325,10.5,Minnesota,forest
45.424653,-93.689441,3.419965691,3.000909091,950,62,Minnesota,other
42.11268,-84.442987,10.67586564,2.6,793,20,Michigan,other
47.504687,-94.849279,3.322915991,2.338,690,39.375,Minnesota,other
41.282652,-85.789183,6.163987312,2.57,548.8,19.8,Indiana,agricultural
42.642101,-83.387252,2.876366924,3,842,14,Michigan,other
44.210918,-93.702596,1.708435485,1.708333333,956.6666667,31.66666667,Minnesota,agricultural
42.62331,-85.188806,500.1573515,1.14,1169.5,58.73333333,Michigan,agricultural
47.017608,-95.004483,1.442197624,4.9509375,555,10,Minnesota,forest
40.486411,-86.016588,281.8958414,0.4,2948,76,Indiana,agricultural
41.612852,-86.731883,15.48529842,2.25,765.5,45.5,Indiana,other
46.78232,-96.172732,2.635372874,6.157027027,791.4285714,21.28571429,Minnesota,other
46.240026,-85.783504,1.312644075,2.4,600,16,Michigan,other
45.127323,-85.249877,55.4508657,3.438488889,446,16,Michigan,other
44.711055,-85.327514,22.62204735,5.2,525,7,Michigan,forest
46.032897,-91.478857,27.38498974,1.79832,3310,32,Wisconsin,forest
41.871003,-84.793789,27.57441962,2.4,770,13,Michigan,agricultural
41.693525,-85.639327,4.976738798,3.425,983.25,20.5,Indiana,agricultural
45.688019,-94.703843,5.477027435,2.657777778,1100,35,Minnesota,agricultural
46.057256,-86.553138,3.685944668,2.7,462,12,Michigan,forest
41.882951,-84.925758,18.42603509,1.4,1023,32,Michigan,agricultural
47.636672,-93.063572,72.93846816,1.028666667,867.4,20,Minnesota,other
41.637406,-85.168453,37.85847115,2.76,1499.8,22.4,Indiana,agricultural
46.535892,-92.552569,1.851620315,2.054117647,705.2352941,29.2,Minnesota,other
43.081907,-85.062634,4.15321476,2.95,727.925,22.97,Michigan,other
39.025327,-87.233901,1.345797956,7.9,285.3333333,12,Indiana,forest
44.23294,-93.870559,6.631902095,0.581,2300,133.3333333,Minnesota,agricultural
40.934808,-74.528174,8.570173977,2.3,165,38.41,New Jersey,other
45.615217,-88.058756,20.89587828,4.5,320,20,Wisconsin,forest
41.931185,-85.208599,35.16158506,1.1,631,22,Michigan,agricultural
45.155238,-94.428865,2.696901728,0.932727273,1860,137.3333333,Minnesota,agricultural
43.769719,-86.420915,113.5934676,1.825371429,712,27,Michigan,other
45.437264,-94.51485,1.019856214,0.492105263,1971.875,299,Minnesota,other
48.468251,-92.971559,5.745041589,2.669230769,511,27,Minnesota,forest
46.610216,-95.491872,13.8459568,2.331555556,921,40.8,Minnesota,other
45.405368,-91.255097,9.488098592,1.5,790,21,Wisconsin,forest
40.979589,-87.502995,13.28978309,1.14,1558,135.5,Indiana,forest
44.030614,-89.88087,454.1264746,1.448782,1860,34.40952381,Wisconsin,forest
41.151544,-85.745292,98.57142613,0.6,1769,128,Indiana,agricultural
41.989132,-85.028285,24.90780189,1.2,795,38,Michigan,agricultural
44.807349,-84.930474,30.59362727,3.65376,769,2.5,Michigan,forest
41.029998,-74.321429,41.25721582,1.1,1038,45,New Jersey,forest
44.637211,-85.155084,16.4755736,1.5,834,16,Michigan,forest
45.983782,-89.718513,7.307503017,3.7,509,14,Wisconsin,forest
46.990914,-94.932219,1.950749723,5.917674419,362.5,20.5,Minnesota,forest
45.092812,-93.463486,8.120422276,1.326373626,1334.494505,58,Minnesota,other
44.362586,-86.229449,5.373324751,3.8,245,10,Michigan,other
45.900078,-95.417412,4.010755424,3.637454545,830,34,Minnesota,other
43.940297,-86.441136,649.8962783,1.675,592,29.5,Michigan,forest
41.64871,-70.441756,14.476812,3.25,670,47,Massachusetts,other
41.715359,-85.083729,22.72773223,3.65,954.5,19.5,Indiana,other
42.049824,-85.251651,129.3975021,1.2,1690,12,Michigan,agricultural
46.199956,-89.54691,3.515204144,2.4384,633,20,Wisconsin,forest
41.229377,-74.516798,6.278094918,0.8,953.3,55,New Jersey,forest
40.148102,-81.186447,22.31554162,1.410833333,780.5744063,22,Ohio,forest
46.041442,-92.456576,3.837361073,1.5,790,33,Minnesota,other
44.348718,-83.868919,4.801393266,1.8,897,6,Michigan,other
42.161,-85.749478,16.818112,3.8,333,10,Michigan,other
45.552066,-94.450866,4.370205348,5.066956522,616,38.16666667,Minnesota,forest
39.805272,-74.900826,26.96344016,1.7,2016,33,New Jersey,other
40.243814,-82.964431,23.79618716,1.800466667,2068.849093,17.56666667,Ohio,agricultural
43.624526,-85.471642,1625.592293,1.475,734.1933292,31.33713058,Michigan,other
46.531987,-94.098995,2.84442524,2.347307692,727.1428571,28.42857143,Minnesota,other
46.360561,-93.900053,0.778925522,4.276086957,570,14.33333333,Minnesota,forest
42.419065,-84.03792,6.581631507,2.7,557,8,Michigan,forest
43.956725,-85.000057,10.7033268,4.591652174,441,10,Michigan,forest
44.049053,-86.123105,5.849388991,4.1,322,5,Michigan,forest
45.711249,-95.291622,25.84227337,1.916923077,1720,58.66666667,Minnesota,agricultural
47.593853,-93.577439,2.133094221,3.7,409,19,Minnesota,forest
46.069994,-87.836323,1.44659654,3.5,875,8,Michigan,other
40.8819,-74.463006,3.931320571,0.8,1603,172,New Jersey,other
46.269345,-86.448062,6.645264352,2,416,13,Michigan,forest
39.908613,-81.389912,20.46240712,0.911306667,508.4,48.2,Ohio,forest
46.203309,-89.475118,5.90843864,1.5,620,20,Wisconsin,other
44.995299,-84.63426,4.929884004,3.45,408.6656393,9.728717879,Michigan,other
40.963684,-86.186247,32.98870418,0.85,1913,76.5,Indiana,agricultural
41.346307,-85.469203,5.725344544,4,293,10,Indiana,agricultural
44.262702,-91.865688,20.65528292,1.156062857,1114,84.79375,Wisconsin,other
45.020309,-94.03035,2.774581266,0.935,3960,363,Minnesota,agricultural
39.335798,-87.372214,11.37718277,1.266666667,1781,64.33333333,Indiana,forest
39.440807,-87.460765,0.527261801,0.7,3657.666667,74.66666667,Indiana,forest
46.400191,-86.838923,20.82121841,2.3,361,21,Michigan,forest
41.581612,-85.028429,251.4636006,1.168571429,3542,46.14285714,Indiana,agricultural
44.892248,-84.693044,6.082394102,6.65,323.7483317,2.952514298,Michigan,forest
44.09088,-84.767375,15.36629589,5.175,424.0878812,7.676684659,Michigan,forest
44.328118,-93.344913,7.457540249,0.89,2175,191.6153846,Minnesota,agricultural
44.90714,-93.55229,2.078145033,3.167142857,850.4347826,141.3333333,Minnesota,other
39.612059,-84.968184,71.10043982,1.506,4152.2,30.2,Indiana,agricultural
42.754289,-85.531956,81.53119836,0.987,3180,35,Michigan,agricultural
44.822272,-84.964566,8.246678903,6.976977778,265,5,Michigan,forest
47.301887,-93.184054,5.232850591,3.867521739,456.875,19.11111111,Minnesota,forest
40.703459,-83.378691,0.015692494,0.85,299,13.9,Ohio,other
41.226961,-74.750829,89.7381954,2,279,20.16,New Jersey,forest
47.77082,-93.976565,26.64003768,0.9,800,22,Minnesota,other
41.080952,-85.953386,16.58654354,0.75,1787.5,54.75,Indiana,agricultural
43.819175,-94.079007,1.601285826,0.841176471,1820,73.73333333,Minnesota,other
47.877847,-94.266729,4.873351549,1.174327273,1942.5,142.3333333,Minnesota,other
41.010771,-81.542292,11.82872798,0.86,899,93.45,Ohio,other
45.252103,-94.904943,0.920538797,3.565759036,783.5714286,22.90625,Minnesota,other
44.999865,-94.332856,3.328520163,1.209090909,1609.6,75,Minnesota,agricultural
42.349536,-85.390881,2.350128562,4.74695,492,15,Michigan,forest
42.088802,-85.83228,4.38755196,3.822315152,385.905,11.845,Michigan,agricultural
43.393574,-85.661341,7.499517035,3.213295238,1310,5.204970928,Michigan,forest
42.053122,-85.181334,278.0692462,0.9,791,64,Michigan,agricultural
41.238497,-85.552549,11.41535474,1.225,1535.25,40.75,Indiana,agricultural
40.482544,-81.167835,30.37034585,1.160555556,510.1111111,19.5,Ohio,forest
44.448034,-89.522362,8.619975513,2.45,4605,12.5,Wisconsin,agricultural
